qid,type,noun,label,object_description,form_description,design_description,includes,noun
Q106567724,ceramics,dish,Three footed dish in the shape of two overlapping squares with a design in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge,Three footed dish in the shape of two overlapping squares,,in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge,,dish
Q106568478,sculpture,s,Abstract Figure(s),Abstract Figure(s),,,,s
Q106568480,weapon,arrowhead,Arrowhead,Arrowhead,,,,arrowhead
Q106568482,ceramics,burner,Asian incense burner,Asian incense burner,,,,burner
Q106568485,plaque,plaque,Asmat River Plaque,Asmat River Plaque,,,,plaque
Q106568488,work of art,fragment,Bone fragment with traces of blue pigment,Bone fragment,,,traces of blue pigment,fragment
Q106568499,sculpture,bust,Bust of Molière,Bust of Molière,,,,bust
Q106568501,container,bowl,Carved wooden bowl,Carved wooden bowl,,,,bowl
Q106568507,ceramics,tub,Ceramic Tub,Ceramic Tub,,,,tub
Q106568510,headdress,headdress,Chi Wara Headdress,Chi Wara Headdress,,,,headdress
Q106568514,utensil,chopsticks,Chopsticks,Chopsticks,,,,chopsticks
Q106568526,bowl,bowl,Ding ware bowl with incised design of pair of swimming ducks amongst lotus leaves and a lotus pod surrounded by waves,Ding ware bowl,,,incised design of pair of swimming ducks amongst lotus leaves and a lotus pod surrounded by waves,bowl
Q106568533,mask,mask,Female Mask,Female Mask,,,,mask
Q106568536,sculpture,figurine,Figurine,Figurine,,,,figurine
Q106568541,work of art,cloretta,"Flat Magic, temporarily entitled Cloretta","Flat Magic, temporarily entitled Cloretta",,,,cloretta
Q106568543,utensil,artifact,Flat stone artifact,Flat stone artifact,,,,artifact
Q106568546,container,jug,Flat-sided decorative jug,Flat-sided decorative jug,,,,jug
Q106568553,container,cup,Flower shaped cup with a design of birds and scrolling vines,Flower shaped cup,,of birds and scrolling vines,,cup
Q106568561,compass,compass,Geomancer's compass,Geomancer's compass,,,,compass
Q106568564,mask,mask,Green Mask,Green Mask,,,,mask
Q106568565,plaque,plaque,Hohao plaque,Hohao plaque,,,,plaque
Q106568621,plaque,plaque,Hohao plaque,Hohao plaque,,,,plaque
Q106568623,amulet,amulet,"Hook Figure, from Near the Karawari River (War and Hunting Amulet (Yipwon))","Hook Figure, from Near the Karawari River (War and Hunting Amulet (Yipwon))",,,,amulet
Q106568625,clock,klok,Klok,Klok,,,,klok
Q106568626,container,beaker,Ku beaker,Ku beaker,,,,beaker
Q106568637,mask,mask,Male Mask,Male Mask,,,,mask
Q106568642,work of art,lamp,Medicated Lamp,Medicated Lamp,,,,lamp
Q106568645,work of art,museum,Mini Museum,Mini Museum,,,,museum
Q106568649,sculpture,dick,Moby Dick,Moby Dick,,,,dick
Q106568654,work of art,model,Model of the Taj Mahal,Model of the Taj Mahal,,,,model
Q106568655,mask,mask,Mwai Mask,Mwai Mask,,,,mask
Q106568657,necklace,necklace,Necklace of pitch with red berries inset,Necklace of pitch,,,red berries inset,necklace
Q106568659,earring,pair,Pair of earrings,Pair of earrings,,,,pair
Q106568663,work of art,pair,Pair of opium weights in the form of lions,Pair of opium weights,lions,,,pair
Q106568666,doll,pair,Pair of painted wooden dolls,Pair of painted wooden dolls,,,,pair
Q106568670,container,pitcher,Pitcher,Pitcher,,,,pitcher
Q106568688,mask,mask,Skull Mask,Skull Mask,,,,mask
Q106568696,work of art,basket,Soft Basket,Soft Basket,,,,basket
Q106568700,weapon,point,Spear point with notches,Spear point,,,notches,point
Q106568709,container,teapot,Teapot,Teapot,,,,teapot
Q106568713,embroidery,imperialism,"The Other Side/El Otro Lado (Regionalism, Nationalism, Imperialism)","The Other Side/El Otro Lado (Regionalism, Nationalism, Imperialism)",,,,imperialism
Q106568714,necklace,necklace,Toothed Necklace,Toothed Necklace,,,,necklace
Q106568725,container,vase,Vase,Vase,,,,vase
Q106568726,container,vase,Vase,Vase,,,,vase
Q106568732,container,server,Wine server in a drum form,Wine server in a drum form,,,,server
Q106568734,container,server,Wine Server in the form of a shell,Wine Server,a shell,,,server
Q106568735,mask,mask,Yoruba Mask,Yoruba Mask,,,,mask
Q106568797,mask,mask,Mask,Mask,,,,mask
Q106577350,work of art,burner,Incense Burner,Incense Burner,,,,burner
Q106577411,printing block,pages,"Printing block containing Confucian text, book 21, pages 29-30","Printing block containing Confucian text, book 21, pages 29-30",,,,pages
Q106577418,work of art,box,Round lidded box with design of flowers,Round lidded box,,of flowers,,box
Q106582606,yarn,ball,Ball of coarse yarn,Ball of coarse yarn,,,,ball
Q106582607,work of art,boxes,Bamboo boxes,Bamboo boxes,,,,boxes
Q106582608,weapon,ax,Battle ax with ivory inlays,Battle ax,,,ivory inlays,ax
Q106582609,work of art,rope,Bells on a blue rope,Bells on a blue rope,,,,rope
Q106582610,ceramics,bowl,bianco sopra bianco bowl decorated with ducks and lotus,bianco sopra bianco bowl decorated,,,ducks and lotus,bowl
Q106582612,sculpture,bird,Bird Without Nest (bicyclist sculpture),Bird,,,out Nest (bicyclist sculpture),bird
Q106582613,ceramics,jug,Black jug,Black jug,,,,jug
Q106582614,work of art,kite,Black kite,Black kite,,,,kite
Q106582615,ceramics,ladle,Black ladle with geometric designs,Black ladle,,,geometric designs,ladle
Q106582616,work of art,knife,Blue Meo tribal knife in sheath with ivory handle,Blue Meo tribal knife in sheath,,,ivory handle,knife
Q106582617,work of art,pipe,Blue Meo tribal opium pipe,Blue Meo tribal opium pipe,,,,pipe
Q106582618,weapon,boomerang,Boomerang,Boomerang,,,,boomerang
Q106582619,weapon,boomerang,Boomerang,Boomerang,,,,boomerang
Q106582620,work of art,bottle,Bottle,Bottle,,,,bottle
Q106582621,work of art,bottle,Bottle,Bottle,,,,bottle
Q106582622,work of art,bottle,Bottle,Bottle,,,,bottle
Q106582623,work of art,bottle,Bottle,Bottle,,,,bottle
Q106582624,work of art,bottle,Bottle,Bottle,,,,bottle
Q106582625,work of art,bottle,Bottle in wicker,Bottle in wicker,,,,bottle
Q106582626,work of art,bottle,Bottle in wicker,Bottle in wicker,,,,bottle
Q106582627,work of art,bottle,Bottle in wicker covering,Bottle in wicker covering,,,,bottle
Q106582628,work of art,bottle,Bottle with a raised relief of an image of George Washington,Bottle,,,a raised relief of an image of George Washington,bottle
Q106582629,ceramics,bowl,Bowl,Bowl,,,,bowl
Q106582630,ceramics,bowl,Bowl with blue and white transfer ware design,Bowl,,,blue and white transfer ware design,bowl
Q106582631,ceramics,bowl,Bowl with foliage decoration,Bowl,,,foliage decoration,bowl
Q106582632,ceramics,bowl,"Bowl with white, orange, and purple chrysanthemums behind bamboo sleeve fences in a garden with a butterfly (Kinkozan ware)",Bowl,,,"white, orange, and purple chrysanthemums behind bamboo sleeve fences in a garden with a butterfly (Kinkozan ware)",bowl
Q106582633,ceramics,bottle,Brown and cream ceramic bottle,Brown and cream ceramic bottle,,,,bottle
Q106582634,ceramics,pitcher,Brown and orange pitcher,Brown and orange pitcher,,,,pitcher
Q106582635,ceramics,jug,Brown and tan jug,Brown and tan jug,,,,jug
Q106582637,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582638,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582639,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582640,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582641,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582642,work of art,bottle,Brown bottle,Brown bottle,,,,bottle
Q106582643,work of art,bottle/jar,Brown bottle/jar,Brown bottle/jar,,,,bottle/jar
Q106582644,ceramics,bottle,Brown ceramic bottle,Brown ceramic bottle,,,,bottle
Q106582645,ceramics,pitcher,Brown ceramic pitcher,Brown ceramic pitcher,,,,pitcher
Q106582646,work of art,object,Brown glass art object,Brown glass art object,,,,object
Q106582647,ceramics,jug,Brown jug,Brown jug,,,,jug
Q106582649,work of art,pendant,Carved white jade disc or pendant with a rosewood stand,Carved white jade disc or pendant,,,a rosewood stand,pendant
Q106582650,ceramics,pitcher,Ceramic Pitcher,Ceramic Pitcher,,,,pitcher
Q106582651,ceramics,reproduction,Ceramic reproduction of an ancient pitcher,Ceramic reproduction of an ancient pitcher,,,,reproduction
Q106582652,sculpture,cycle,Ceres (from a Cycle of the Four Seasons),Ceres (from a Cycle of the Four Seasons),,,,cycle
Q106582653,ceramics,charger,Charger with a brocade pattern and lotus forms with old men talking (Kutani ware),Charger,,,a brocade pattern and lotus forms with old men talking (Kutani ware),charger
Q106582654,ceramics,charger,Charger with a design of landscape and figures (Kutani ware),Charger,,of landscape and figures (Kutani ware),,charger
Q106582656,ceramics,tile,Circular Eave Tile with an Impressed 16-Petalled Chrysanthemum,Circular Eave Tile,,,an Impressed 16-Petalled Chrysanthemum,tile
Q106582657,work of art,mirror,"Circular Mirror with a Design of a Fence, Flowers, and Two Butterflies",Circular Mirror,,"of a Fence, Flowers, and Two Butterflies",,mirror
Q106582659,work of art,mirror,"Circular Mirror With a Design of Taoist Immortals, a Pavilion, a Deer, a Crane, and a Conch Shell",Circular Mirror,,"of Taoist Immortals, a Pavilion, a Deer, a Crane, and a Conch Shell",,mirror
Q106582660,work of art,mirror,Circular Mirror with a Mythical Beast in the Center,Circular Mirror,,,a Mythical Beast in the Center,mirror
Q106582661,work of art,clasp,Clasp in the Form of Hotei,Clasp,Hotei,,,clasp
Q106582662,textile,robe,Collar from a woman's robe,Collar from a woman's robe,,,,robe
Q106582664,ceramics,jar,Covered jar with handles and a design of cranes on white ground with red and gold elsewhere (Kutani ware),Covered jar,,,handles and a design of cranes on white ground with red and gold elsewhere (Kutani ware),jar
Q106582665,ceramics,pot,Covered Pot,Covered Pot,,,,pot
Q106582666,work of art,cup,Cup,Cup,,,,cup
Q106582668,ceramics,plate,Decorative plate in a box/case,Decorative plate in a box/case,,,,plate
Q106582669,ceramics,dish,Dish with partridge feather mottles (Northern blackware of Jizhou type),Dish,,,partridge feather mottles (Northern blackware of Jizhou type),dish
Q106582670,work of art,doll,Doll,Doll,,,,doll
Q106582671,work of art,jardiniere,Doucai ware jardiniere,Doucai ware jardiniere,,,,jardiniere
Q106582673,musical instrument,kilikis,Flute from Kilikis,Flute from Kilikis,,,,kilikis
Q106582674,work of art,plate,George Peabody plate,George Peabody plate,,,,plate
Q106582675,ceramics,vase,"Gourd Shaped Vase with design of 2 figures viewing scroll in garden, and morning glories, patterned flowers, and lotus motif at base (Kutani ware)",Gourd Shaped Vase,,"of 2 figures viewing scroll in garden, and morning glories, patterned flowers, and lotus motif at base (Kutani ware)",,vase
Q106582676,work of art,bottle,Green bottle,Green bottle,,,,bottle
Q106582678,work of art,bottle,Green bottle,Green bottle,,,,bottle
Q106582679,work of art,bottle,Green bottle,Green bottle,,,,bottle
Q106582680,work of art,bottle,Green bottle,Green bottle,,,,bottle
Q106582681,work of art,bottle,Green bottle,Green bottle,,,,bottle
Q106582682,work of art,bottle,Green brown bottle,Green brown bottle,,,,bottle
Q106582683,work of art,bottle,Green glass bottle,Green glass bottle,,,,bottle
Q106582684,work of art,mirror,Hand mirror with a lotus design on back,Hand mirror,,,a lotus design on back,mirror
Q106582685,sculpture,head,"Head of a Maenad, (from an antefix)","Head of a Maenad, (from an antefix)",,,,head
Q106582686,work of art,gourd,Jade gourd,Jade gourd,,,,gourd
Q106582688,work of art,hairpin,Jade hairpin with a fish design,Jade hairpin,,,a fish design,hairpin
Q106582689,work of art,hairpin,Jade hairpin with a plant design,Jade hairpin,,,a plant design,hairpin
Q106582690,work of art,* Noun not detected!,"Jade pheasant (one of a pair), with head leaning left","Jade pheasant (one of a pair),",,,head leaning left,* Noun not detected!
Q106582691,work of art,* Noun not detected!,"Jade pheasant (one of a pair), with head leaning right","Jade pheasant (one of a pair),",,,head leaning right,* Noun not detected!
Q106582692,work of art,bi,Jadeite pi (bi) ring with a dragon relief,Jadeite pi (bi) ring,,,a dragon relief,bi
Q106582693,ceramics,* Noun not detected!,Jar (one of a pair),Jar (one of a pair),,,,* Noun not detected!
Q106582695,ceramics,* Noun not detected!,Jar (one of a pair),Jar (one of a pair),,,,* Noun not detected!
Q106582696,ceramics,bowl,Jizhou ware tea bowl,Jizhou ware tea bowl,,,,bowl
Q106582697,ceramics,ware,Jizhou ware with leaf decoration,Jizhou ware,,,leaf decoration,ware
Q106582698,ceramics,jug,Jug,Jug,,,,jug
Q106582700,work of art,jug,Jug with one handle with blue decoration,Jug,,,one handle with blue decoration,jug
Q106582702,work of art,jug,"Jug with one handle, blue decoration",Jug,,,"one handle, blue decoration",jug
Q106582703,ceramics,pitcher,Jugtown Pottery Grey Pitcher,Jugtown Pottery Grey Pitcher,,,,pitcher
Q106582705,work of art,ornament,Kanzashi (Woman's Hair Ornament) - Circular Pin with a Chrysanthemum Design,Kanzashi (Woman's Hair Ornament) - Circular Pin,,,a Chrysanthemum Design,ornament
Q106582706,work of art,ornament,Kanzashi (Woman's Hair Ornament) - Circular Pin with a Design of Flowers and Leaves,Kanzashi (Woman's Hair Ornament) - Circular Pin,,of Flowers and Leaves,,ornament
Q106582707,work of art,ornament,Kanzashi (Woman's Hair Ornament) With a Design,Kanzashi (Woman's Hair Ornament),,,,ornament
Q106582708,work of art,ornament,"Kanzashi (Woman's Hair Ornament) with a Design of a Bridge, Weeping Willow, and Two Bats",Kanzashi (Woman's Hair Ornament),,"of a Bridge, Weeping Willow, and Two Bats",,ornament
Q106582710,work of art,ornament,"Kanzashi (Woman's Hair Ornament) with a Design of Bamboo Grass, Chrysanthemums, and Cherry Blossoms",Kanzashi (Woman's Hair Ornament),,"of Bamboo Grass, Chrysanthemums, and Cherry Blossoms",,ornament
Q106582711,work of art,ornament,Kanzashi (Woman's Hair Ornament) with a Design of Chrysanthemums and a Stream,Kanzashi (Woman's Hair Ornament),,of Chrysanthemums and a Stream,,ornament
Q106582712,work of art,ornament,Kanzashi (Woman's Hair Ornament) with a Design of Flowers,Kanzashi (Woman's Hair Ornament),,of Flowers,,ornament
Q106582714,work of art,ornament,Kanzashi (Woman's Hair Ornament) with a Design of Scattered Flowers,Kanzashi (Woman's Hair Ornament),,of Scattered Flowers,,ornament
Q106582715,work of art,ornament,Kanzashi (Woman's Hair Ornament) with a Green Glass Bead,Kanzashi (Woman's Hair Ornament),,,a Green Glass Bead,ornament
Q106582716,work of art,ornament,Kanzashi (Woman's Hair Ornament) with Abstract Design,Kanzashi (Woman's Hair Ornament),,,Abstract Design,ornament
Q106582717,work of art,ornament,Kanzashi (Woman's Hair Ornament) with Crystal Tips,Kanzashi (Woman's Hair Ornament),,,Crystal Tips,ornament
